Drug_A,SMILES_A,Drug_B,SMILES_B,Synergy_Score,Class_Label
Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Vismodegib,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,20.0,Synergistic
Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Crizotinib,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,11.0,Synergistic
Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,10.0,Synergistic
Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,-17.0,Antagonistic
Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Cabazitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,77.0,Synergistic
Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],Ruxolitinib,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,-51.0,Antagonistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Triethylenemelamine,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,-5.0,Additive
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Doxorubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-22.0,Antagonistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Vinorelbine,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,49.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,48.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Exemestane,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,73.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,110.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,40.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,-74.0,Antagonistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,-23.0,Antagonistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Abiraterone,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,38.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,45.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Vismodegib,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,49.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Crizotinib,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,89.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,5.0,Additive
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,108.0,Synergistic
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Cabazitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,8.0,Additive
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Ruxolitinib,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,-47.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-139.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Busulfan,CS(=O)(=O)OCCCCOS(=O)(=O)C,-55.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,6-Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,13.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,6-Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,-56.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Nitrogen mustard,CN(CCCl)CCCl,-80.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Allopurinol,C1=NNC2=C1C(=O)NC=N2,-45.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Actinomycin D,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,-18.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,1.0,Additive
Amifostine,C(CN)CNCCSP(=O)(O)O,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,-35.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Melphalan,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,19.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Triethylenemelamine,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,-83.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Altretamine,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,-17.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Acrichine,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,22.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Aminolevulinic acid,C(CC(=O)O)C(=O)CN,-16.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Fluorouracil,C1=C(C(=O)NC(=O)N1)F,18.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Mithramycin,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,-42.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Pipobroman,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,-12.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,51.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Mitomycin,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,58.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Floxuridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,-27.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Hydroxyurea,C(=O)(N)NO,-39.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Uracil Mustard,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,-14.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Mitotane,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,14.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Dacarbazine,CN(C)/N=N/C1=C(NC=N1)C(=O)N,76.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,124.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-20.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Cytarabine,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,-50.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,48.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-52.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Megestrol Acetate,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,27.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,25.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Lomustine,C1CCC(CC1)NC(=O)N(CCCl)N=O,-52.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Daunorubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,-24.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Streptozocin,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,-36.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Azacitidine,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,-61.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Cladribine,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,-82.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl,-37.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Fludarabine,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,-119.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Isotretinoin,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,-12.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,28.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Doxorubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-12.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Bleomycin,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,-52.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Paclitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,-4.0,Additive
Amifostine,C(CN)CNCCSP(=O)(O)O,Decitabine,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,-69.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Bendamustine,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,-94.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,-44.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,42.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Tamoxifen,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,-217.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Rapamycin,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,-5.0,Additive
Amifostine,C(CN)CNCCSP(=O)(O)O,Carboplatin,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2],-41.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Valrubicin,CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O,-125.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],20.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,53.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Temozolomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,-61.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,-34.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Carmustine,C(CCl)NC(=O)N(CCCl)N=O,51.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Clofarabine,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,-79.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Vinorelbine,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,25.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Gemcitabine,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,-115.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Docetaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,-97.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,7-Ethyl-10-hydroxycamptothecin,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O,-1.0,Additive
Amifostine,C(CN)CNCCSP(=O)(O)O,Nelarabine,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,-14.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,7.0,Additive
Amifostine,C(CN)CNCCSP(=O)(O)O,Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,-67.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,-92.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Exemestane,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,-242.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,-156.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-44.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,-48.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,-77.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,-11.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Zoledronate,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,-63.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,-14.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Everolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,-10.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,-86.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,6.0,Additive
Amifostine,C(CN)CNCCSP(=O)(O)O,Lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,13.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,-29.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Sorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,25.0,Synergistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,-10.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,-6.0,Additive
Amifostine,C(CN)CNCCSP(=O)(O)O,Abiraterone,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,-31.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Sunitinib,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,-35.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,-294.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Depsipeptide,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,-42.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Pralatrexate,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-113.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Vismodegib,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,-40.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Crizotinib,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,-53.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,-20.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,-41.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Cabazitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,-103.0,Antagonistic
Amifostine,C(CN)CNCCSP(=O)(O)O,Ruxolitinib,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,-116.0,Antagonistic
